* c:\users\amisha\esim-workspace\frequency_divider_amisha\frequency_divider_amisha.cir
Transient Analysis  Fri Oct 07 20:04:45  2022
--------------------------------------------------------------------------------
Index   time            a3#branch_1_0   a3#branch_1_1   a3#branch_1_2   
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	5.000000e-04	0.000000e+00	0.000000e+00	0.000000e+00	
2	1.000000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
3	2.000000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
4	4.000000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
5	8.000000e-03	0.000000e+00	0.000000e+00	0.000000e+00	
6	1.600000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
7	3.200000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
8	6.400000e-02	0.000000e+00	0.000000e+00	0.000000e+00	
9	1.140000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
10	1.640000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
11	2.140000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
12	2.640000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
13	3.140000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
14	3.640000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
15	4.140000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
16	4.640000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
17	5.140000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
18	5.640000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
19	6.140000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
20	6.640000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
21	7.140000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
22	7.640000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
23	8.140000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
24	8.640000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
25	9.140000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
26	9.640000e-01	0.000000e+00	0.000000e+00	0.000000e+00	
27	1.014000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
28	1.064000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
29	1.114000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
30	1.164000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
